0.0613451;
0.0383044;
0.0369267;
0.0371513;
0.0369336;
0.0372208;
0.0376994;
0.0375678;
0.0374653;
0.0378303;
0.0377679;
0.0372974;
0.0390479;
0.0382657;
0.0372628;
0.0377678;
0.0392951;
0.0372922;
0.038208;
0.0377899;
0.0378856;
0.0377118;
0.0373226;
0.037351;
0.0400457;
0.0375481;
0.0379351;
0.0373761;
0.0373729;
0.0372181;
0.0371946;
0.03767;
0.038752;
0.0372933;
0.038049;
0.0377518;
0.0383551;
0.0382425;
0.0374689;
0.0377666;
0.037166;
0.0378616;
0.037803;
0.0456359;
0.0384052;
0.0374129;
0.0375152;
0.0373257;
0.0374492;
0.0378406;
0.0374771;
0.0375054;
0.0373206;
0.0378462;
0.0380791;
0.0373765;
0.0380982;
0.0375657;
0.0385109;
0.0373619;
0.0401177;
0.0375648;
0.0379255;
0.0377445;
0.0374242;
0.0381714;
0.0393998;
0.0373764;
0.0374022;
0.0377578;
0.0379838;
0.040372;
0.038114;
0.037562;
0.0374867;
0.0376639;
0.037777;
0.0373327;
0.0373973;
0.038694;
0.0374416;
0.0377761;
0.0374836;
0.0374255;
0.0393587;
0.038535;
0.038143;
0.0378238;
0.0391015;
0.037559;
0.0375474;
0.037762;
0.0390258;
0.0379377;
0.0382825;
0.0374407;
0.037498;
0.0376043;
0.0375455;
0.0373967;
0.0380613;
0.0378475;
0.037483;
0.0377398;
0.0375956;
0.0374871;
0.037646;
0.0379191;
0.0377414;
0.0376538;
0.0380807;
0.0379974;
0.037878;
0.0375359;
0.037354;
0.0380177;
0.0385815;
0.037652;
0.0373726;
0.0379972;
0.0383706;
0.0376279;
0.0382774;
0.0381329;
0.0383726;
0.0376785;
0.0380934;
0.0376411;
